,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
5660,U001,200799367,MCL systems,2020-05-21 23:54:03.687500000,2020.0,1930847526.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAA8,64810.74,0-15
5661,U001,0200790107,ROU in,2020-04-16 21:23:14.562500000,2020.0,1930725851.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAC6,14698.12,0-15
5662,U001,0200769623,WAL-MAR systems,2020-04-05 21:52:09.632812500,2020.0,1930672186.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,271.06,0-15
5663,U001,0200795490,HY -  co,2020-06-01 07:28:41.375000000,2020.0,1930704825.0,2020-03-25 00:00:00.000000000,2020-05-29 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAGD,11809.22,0-15
5664,U001,0200729942,SA associates,2020-03-20 02:24:18.728515625,2020.0,1930581076.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,8170.8,0-15
5665,U001,0200749225,SUPER  llc,2020-04-19 12:09:05.046875000,2020.0,1930746932.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,19067.99,0-15
5666,U001,0200769623,WAL-MAR ,2020-04-27 20:27:11.859375000,2020.0,1930782614.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,13899.43,Negatives
5667,U001,0200762301,C&S WH corp,2020-03-26 14:29:15.117187500,2020.0,1930646699.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAC6,3289.84,Negatives
5668,CA02,0140106408,WAL-M associates,2020-06-01 18:13:36.125000000,2020.0,2960631376.0,2020-04-29 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-07 00:00:00.000000000,CA10,128847.80999999998,16-30
5669,U001,0200769623,WAL-MAR corp,2020-05-08 05:12:23.179687500,2020.0,1930823025.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAH4,287.56,Negatives
5670,U001,0100043936,PAPA JO foundation,2020-03-15 08:54:46.818359375,2020.0,1930607211.0,2020-03-05 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-03-05 00:00:00.000000000,NA10,18145.19,0-15
5671,CA02,0140104423,METRO  us,2020-05-16 09:16:12.289062500,2020.0,2960633016.0,2020-05-05 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-07 00:00:00.000000000,CA10,58290.147999999994,Negatives
5672,U001,0200743123,KROGER corp,2020-05-16 00:12:36.078125000,2020.0,1930830150.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,62427.23,0-15
5673,U001,0200723794,MID MO trust,2020-04-14 08:05:16.671875000,2020.0,1930715652.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAA8,52319.42,0-15
5674,U001,0200769623,WAL-MAR trust,2020-05-24 22:38:08.109375000,2020.0,1930885355.0,2020-05-11 00:00:00.000000000,2020-05-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,NAH4,639.62,Negatives
5675,U001,0200794332,COST foundation,2020-05-09 02:53:20.445312500,2020.0,1930805249.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAAX,58292.7,0-15
5676,U001,0200769623,WAL-MAR corp,2020-05-10 02:36:37.291015625,2020.0,1930823535.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,51176.54,0-15
5677,U001,0200759878,SA associates,2020-03-15 18:52:23.343750000,2020.0,1930581280.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,27842.94,0-15
5678,U001,0100031704,DELHAIZE us,2020-04-18 13:06:27.968750000,2020.0,1930736197.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,40266.94,0-15
5679,U001,0200148860,DOLLA corp,2020-04-04 00:44:52.140625000,2020.0,1930684345.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,18616.01,Negatives
5680,U001,200769623,WAL-MAR corp,2020-05-23 09:21:14.828125000,2020.0,1930883820.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,6097.12,Negatives
5681,U001,0200773364,U R M  ,2020-04-10 16:57:50.406250000,2020.0,1930684665.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,97182.77,0-15
5682,U001,0200418007,AM co,2020-04-21 17:31:58.812500000,2020.0,1930772138.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,2824.1,Negatives
5683,U001,0200729942,SA corp,2020-03-25 06:48:56.708984375,2020.0,1930631951.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,12470.89,0-15
5684,CA02,0100031969,ALIMENTS associates,2020-03-27 19:45:50.906250000,2020.0,2960620346.0,2020-03-11 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-13 00:00:00.000000000,CA10,3724.8749999999995,0-15
5685,U001,0200743123,KROGER co,2020-04-24 08:46:08.595703125,2020.0,1930768030.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,91923.59,0-15
5686,CA02,0140104409,LOB corporation,2020-04-05 22:10:13.968750000,2020.0,2960621490.0,2020-03-22 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,CA10,112148.68699999999,0-15
5687,U001,200794332,COST corporation,2020-04-03 13:52:20.515625000,2020.0,1930660919.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAAX,20048.92,0-15
5688,U001,0200772670,ASSOCIAT corp,2020-03-18 20:21:21.750000000,2020.0,1930594350.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAU5,47326.61,0-15
5689,U001,200762301,C&S WH systems,2020-04-15 20:15:32.031250000,2020.0,1930717196.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAC6,23120.0,0-15
5690,CA02,0140104409,LOB foundation,2020-05-14 17:09:42.437500000,2020.0,2960631832.0,2020-04-30 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,CA10,162023.484,0-15
5691,U001,0200769623,WAL-MAR co,2020-03-18 09:20:36.093750000,2020.0,1930609600.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAH4,28696.73,Negatives
5692,U001,0200793568,SUPE ,2020-04-09 23:39:10.359375000,2020.0,1930693728.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,1886.75,0-15
5693,U001,0200769623,WAL-MAR corporation,2020-03-31 01:29:48.992187500,2020.0,1930652173.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,136.47,0-15
5694,U001,0200721222,GO llc,2020-04-11 23:35:23.562500000,2020.0,1930729558.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,169981.78,Negatives
5695,U001,0200744019,TARG corporation,2020-03-22 14:02:59.875000000,2020.0,1930593658.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,343.6,0-15
5696,U001,0200762301,C&S WH systems,2020-04-23 18:43:18.421875000,2020.0,1930775781.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAC6,58542.16,Negatives
5697,U001,0200726979,BJ'S  ,2020-05-10 19:41:27.132812500,2020.0,1930828741.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,964.62,Negatives
5698,U001,0200743123,KROGER trust,2020-03-25 06:28:54.494140625,2020.0,1930625382.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,19436.32,0-15
5699,U001,0200707822,PUBLI us,2020-04-16 08:31:50.632812500,2020.0,1930732312.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,31471.66,0-15
5700,U001,0200776463,KROGE trust,2020-04-12 06:50:33.156250000,2020.0,1930690144.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,90925.16,0-15
5701,U001,0100031704,DELHAIZE foundation,2020-05-07 11:59:43.828125000,2020.0,1930801633.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,3437.0,0-15
5702,U001,0200744019,TARG trust,2020-05-11 23:59:29.281250000,2020.0,1930819138.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,107666.22,0-15
5703,U001,0200076137,OLLIE associates,2020-04-25 05:28:39.625000000,2020.0,1930768961.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,6904.8,Negatives
5704,U001,0200705742,DOT ,2020-04-03 04:01:13.562500000,2020.0,1930666822.0,2020-03-18 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAD1,1066.53,Negatives
5705,U001,0200759878,SA ,2020-03-19 21:37:47.371093750,2020.0,1930606613.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAH4,32466.26,Negatives
5706,U001,0100030964,NATURA trust,2020-05-15 16:07:03.750000000,2020.0,1930860077.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,2989.25,Negatives
5707,U001,0200772670,ASSOCIAT us,2020-05-13 00:01:25.953125000,2020.0,1930832171.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAU5,98850.74,0-15
5708,CA02,0140106184,JAM corporation,2020-05-15 07:08:32.125000000,2020.0,2960627978.0,2020-04-20 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-22 00:00:00.000000000,CA10,1760.57,0-15
5709,U001,0200729290,KROGER associates,2020-05-09 00:46:28.187500000,2020.0,1930796669.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,15936.38,0-15
5710,CA02,0140104409,LOB foundation,2020-04-02 12:36:46.671875000,2020.0,2960620472.0,2020-03-14 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-22 00:00:00.000000000,CA10,79789.25499999999,0-15
5711,U001,0200762301,C&S WH corporation,2020-04-28 02:41:57.328125000,2020.0,1930783329.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAC6,81109.45,Negatives
5712,U001,200769623,WAL-MAR co,2020-05-14 17:35:10.148437500,2020.0,1930843167.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,9464.49,Negatives
5713,U001,0200076137,OLLIE ,2020-04-13 10:32:03.531250000,2020.0,1930720261.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,12882.6,Negatives
5714,U001,0200764795,SYSCO  corporation,2020-04-09 07:17:57.828125000,2020.0,1930688850.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,296.54,0-15
5715,U001,0200772595,SAFEW foundation,2020-04-16 12:09:31.390625000,2020.0,1930720495.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,91097.36,0-15
5716,CA02,0140105847,GORDON F in,2020-04-04 13:57:12.875000000,2020.0,2960623001.0,2020-03-19 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-19 00:00:00.000000000,CA10,4078.3749999999995,0-15
5717,U001,200776463,KROGE foundation,2020-04-06 07:07:51.718750000,2020.0,1930706408.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,15860.08,0-15
5718,U001,0200761734,H E BUT foundation,2020-04-05 20:28:34.000000000,2020.0,1930700658.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,1139.41,Negatives
5719,U001,0200705089,JETR associates,2020-04-22 06:44:01.593750000,2020.0,1930762743.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,9872.07,Negatives
5720,U001,0200769623,WAL-MAR ,2020-04-10 21:44:56.687500000,2020.0,1930673818.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAH4,24853.22,0-15
5721,U001,0200769623,WAL-MAR foundation,2020-05-12 12:31:43.218750000,2020.0,1930823869.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,24411.9,0-15
5722,U001,0200759878,SA in,2020-05-31 23:12:39.476562500,2020.0,1930784858.0,2020-04-16 00:00:00.000000000,2020-05-31 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAWP,116535.59,0-15
5723,U001,0200759878,SA trust,2020-05-07 02:28:46.484375000,2020.0,1930799976.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAH4,43171.9,0-15
5724,U001,0200761734,H E BUT in,2020-03-24 06:11:03.218750000,2020.0,1930646546.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,90123.58,Negatives
5725,U001,0200744019,TARG us,2020-05-07 01:22:31.062500000,2020.0,1930800137.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAA8,1497.48,0-15
5726,U001,0200726979,BJ'S  corp,2020-04-19 10:49:13.250000000,2020.0,1930773873.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,1031.17,0-15
5727,U001,200794332,COST co,2020-05-22 06:52:50.835937500,2020.0,1930871133.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAAX,8793.09,Negatives
5728,U001,0200769623,WAL-MAR systems,2020-04-22 14:37:37.007812500,2020.0,1930762772.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,7296.97,Negatives
5729,U001,0200723794,MID MO corp,2020-05-07 11:49:47.546875000,2020.0,1930804603.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,4770.99,0-15
5730,U001,0200707822,PUBLI associates,2020-04-24 05:17:53.869140625,2020.0,1930772816.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,23593.66,0-15
5731,U001,0200756811,LUCA llc,2020-03-28 04:52:24.937500000,2020.0,1930608290.0,2020-03-09 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-09 00:00:00.000000000,NA10,98128.73,0-15
5732,CA02,0140104240,FEDER foundation,2020-04-23 17:59:51.625000000,2020.0,2960623670.0,2020-03-27 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-04-04 00:00:00.000000000,CA10,85377.95,0-15
5733,U001,0200744019,TARG trust,2020-05-14 23:25:36.281250000,2020.0,1930826761.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAA8,2459.11,0-15
5734,U001,0200769623,WAL-MAR us,2020-05-01 06:23:32.953125000,2020.0,1930778901.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,13704.72,0-15
5735,U001,0200794332,COST trust,2020-03-26 08:50:51.867187500,2020.0,1930629658.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAAX,14204.38,Negatives
5736,U001,0200769623,WAL-MAR in,2020-04-16 08:33:05.875000000,2020.0,1930731636.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,26906.54,Negatives
5737,U001,0200769623,WAL-MAR associates,2020-04-02 20:16:42.765625000,2020.0,1930664410.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,1544.58,0-15
5738,U001,0200418007,AM in,2020-04-14 01:12:22.082031250,2020.0,1930706930.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,2840.76,0-15
5739,U001,0200712105,WALG corporation,2020-04-17 23:44:31.812500000,2020.0,1930691530.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,36633.78,0-15
5740,U001,0200762301,C&S WH systems,2020-05-04 20:06:45.015625000,2020.0,1930802821.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAC6,57950.5,0-15
5741,U001,0200752607,IRA HI systems,2020-03-26 13:08:43.828125000,2020.0,1930607534.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,9036.68,0-15
5742,U001,0200769623,WAL-MAR associates,2020-05-17 21:02:51.109375000,2020.0,1930847686.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,7678.93,Negatives
5743,U001,0200769623,WAL-MAR associates,2020-04-04 10:36:24.906250000,2020.0,1930683925.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,661.11,Negatives
5744,U001,0200776463,KROGE llc,2020-03-26 10:22:52.640625000,2020.0,1930635143.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,144179.67,0-15
5745,CA02,0100030194,AMAZO corporation,2020-04-30 11:12:03.812500000,2020.0,2960628831.0,2020-04-15 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-17 00:00:00.000000000,CA10,66361.68,0-15
5746,U001,0200353024,DECA associates,2020-05-23 21:48:42.458007812,2020.0,1930877455.0,2020-05-08 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,254.76,Negatives
5747,U001,0200792734,MDV/ in,2020-03-31 11:33:24.718750000,2020.0,1930651104.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,63325.14,0-15
5748,U001,0200769623,WAL-MAR corp,2020-05-20 06:59:27.000000000,2020.0,1930863031.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAH4,37864.59,Negatives
5749,U001,0200769623,WAL-MAR ,2020-03-24 18:12:38.960937500,2020.0,1930636958.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAH4,1784.79,Negatives
5750,U001,0200936373,SUPE ,2020-04-18 05:49:45.656250000,2020.0,1930733916.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,24028.72,0-15
5751,U001,CCCA02,KRAFT  foundation,2020-04-12 18:51:15.343750000,2020.0,1930615393.0,2020-03-07 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAG2,7982.4,0-15
5752,U001,200705742,DOT systems,2020-04-15 13:38:57.125000000,2020.0,1930686950.0,2020-03-23 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-03-23 00:00:00.000000000,NA32,1061.62,Negatives
5753,U001,0200744019,TARG corp,2020-04-15 19:41:19.250000000,2020.0,1930708578.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,12738.45,0-15
5754,U001,0200769623,WAL-MAR corporation,2020-03-14 04:52:41.994140625,2020.0,1930577183.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,40656.66,0-15
5755,U001,0200794332,COST co,2020-03-27 05:33:58.796875000,2020.0,1930648427.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAAX,33031.83,Negatives
5756,U001,0200861551,MRS GR foundation,2020-05-28 18:01:06.484375000,2020.0,1930876169.0,2020-05-13 00:00:00.000000000,2020-05-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,NAA8,19769.7,0-15
5757,U001,0200769623,WAL-MAR co,2020-04-27 12:49:25.023437500,2020.0,1930782749.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,11664.88,Negatives
5758,U001,0200769623,WAL-MAR co,2020-04-10 09:20:38.414062500,2020.0,1930698759.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,15418.58,0-15
5759,CA02,0140104249,SOB in,2020-04-27 04:23:35.750000000,2020.0,2960626048.0,2020-04-05 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-14 00:00:00.000000000,CA10,43033.899999999994,0-15
5760,U001,200726979,BJ'S  foundation,2020-04-05 13:10:55.421875000,2020.0,1930677215.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,154.55,0-15
5761,U001,CCU013,KRAFT F in,2020-04-15 23:32:58.750000000,2020.0,1930611578.0,2020-03-06 00:00:00.000000000,2020-03-06 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAX2,14617.51,31-45
5762,U001,0100031704,DELHAIZE systems,2020-05-20 07:00:30.060546875,2020.0,1930856602.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,47501.22,0-15
5763,U001,0200762301,C&S WH associates,2020-05-15 18:45:10.320312500,2020.0,1930844875.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAC6,105154.04,0-15
5764,CA02,140105686,SYSC us,2020-05-20 02:13:09.125000000,2020.0,2960631849.0,2020-05-01 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-07 00:00:00.000000000,CA10,12240.521999999999,0-15
5765,U001,0200707822,PUBLI foundation,2020-04-11 04:05:59.234375000,2020.0,1930700387.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,113676.06,0-15
5766,U001,0200756072,REINHA in,2020-04-29 06:45:30.609375000,2020.0,1930787774.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,79160.72,Negatives
5767,U001,0200769623,WAL-MAR ,2020-04-16 18:03:12.640625000,2020.0,1930731690.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,22534.28,Negatives
5768,U001,0200779051,AFFILI corp,2020-05-09 00:19:53.375000000,2020.0,1930857243.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,46281.9,Negatives
5769,U001,0100043956,E&S trust,2020-05-06 21:43:58.281250000,2020.0,1930802084.0,2020-04-21 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAD1,4080.95,Negatives
5770,U001,0200353024,DECA associates,2020-05-19 10:01:26.593750000,2020.0,1930876632.0,2020-05-07 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,2029.3,Negatives
5771,U001,0200416837,DEC us,2020-04-21 02:40:57.687500000,2020.0,1930822931.0,2020-04-24 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,8424.38,Negatives
5772,U001,0200727272,BROOKS llc,2020-03-30 04:45:57.171875000,2020.0,1930661526.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,2829.18,Negatives
5773,U001,0200762301,C&S WH ,2020-03-25 13:06:15.656250000,2020.0,1930642228.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAC6,63557.31,Negatives
5774,U001,0200726979,BJ'S  llc,2020-03-26 10:55:36.460937500,2020.0,1930637622.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,1064.79,0-15
5775,U001,0200759878,SA associates,2020-04-08 19:16:24.953125000,2020.0,1930682376.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,29369.99,0-15
5776,U001,0200769623,WAL-MAR trust,2020-04-10 09:18:08.804687500,2020.0,1930706305.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,1329.23,0-15
5777,CA02,0140105686,SYSC foundation,2020-03-30 02:06:48.562500000,2020.0,2960618031.0,2020-03-08 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-17 00:00:00.000000000,CA10,23669.359,0-15
5778,CA02,0140104240,FEDER ,2020-04-29 13:49:43.250000000,2020.0,2960625187.0,2020-04-04 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-13 00:00:00.000000000,CA10,58514.344,0-15
5779,CA02,0140104552,THE NO corp,2020-04-23 09:14:13.000000000,2020.0,2960626408.0,2020-04-02 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-06 00:00:00.000000000,CA10,97749.37199999999,0-15
5780,U001,0200744019,TARG llc,2020-05-01 03:20:15.875000000,2020.0,1930782474.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,17506.13,0-15
5781,U001,0200744019,TARG corporation,2020-03-27 23:29:06.593750000,2020.0,1930623260.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,17720.98,0-15
5782,U001,0200772670,ASSOCIAT in,2020-04-21 05:16:42.687500000,2020.0,1930748481.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAU5,3915.55,0-15
